"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.833018208E0,-1.744850081E-1,6.271255732E-2,4.323735309E-1,4.704516480E-1
2.843071208E0,-1.371394265E-1,-9.151477218E-3,3.326960456E-1,3.599689301E-1
2.853124208E0,-7.293948367E-2,-3.962716520E-2,2.235449747E-1,2.384592968E-1
2.863177208E0,-1.562668383E-2,-4.668826282E-2,1.159807650E-1,1.259981150E-1
2.873230208E0,5.385139436E-3,-3.230469704E-2,3.455243982E-2,4.760739727E-2
2.883283208E0,1.541896150E-2,4.087379158E-2,-6.907827482E-3,4.422815045E-2
2.893336208E0,-5.838006288E-3,7.895670712E-2,-7.646060385E-2,1.100657433E-1
2.903389208E0,-2.075556904E-2,9.954416871E-2,-9.697029747E-2,1.405100486E-1
2.913442208E0,-3.193953842E-2,8.060152888E-2,-1.024888265E-1,1.342412013E-1
2.923496208E0,-7.443987921E-2,-6.181676388E-3,-9.498684883E-2,1.208387777E-1
2.933549208E0,-9.277777076E-2,-9.843962967E-2,-6.945096172E-2,1.520575928E-1
2.943602208E0,-7.237639681E-2,-1.563229716E-1,-3.179365039E-2,1.751743431E-1
2.953655208E0,-2.950198039E-2,-1.628075337E-1,2.059615932E-2,1.667359040E-1
2.963708208E0,4.624899074E-2,-9.526400685E-2,7.478713073E-2,1.296430294E-1
2.973761208E0,1.900657913E-1,-3.994583845E-2,1.375838879E-1,2.380126074E-1
2.983814208E0,3.515470304E-1,4.176256835E-2,1.753101233E-1,3.950481819E-1
2.993867208E0,4.974461706E-1,7.250255048E-2,1.977785611E-1,5.402089149E-1
3.003921208E0,5.432547198E-1,5.341723859E-2,1.600663590E-1,5.688587973E-1
3.013974208E0,5.020385738E-1,-1.761999965E-2,1.182856643E-1,5.160859350E-1
3.024027208E0,4.278629887E-1,-7.982209504E-2,8.237082325E-2,4.429709432E-1
3.034080208E0,3.044218343E-1,-5.489482999E-2,6.561621152E-2,3.162144570E-1
3.044133208E0,1.481618665E-1,-9.696437716E-3,3.210698806E-2,1.519105601E-1
3.054186208E0,-1.873901054E-2,1.202479899E-2,4.312833175E-3,2.267921597E-2
3.064239208E0,-2.018816985E-1,1.987234712E-2,-3.580491342E-2,2.059930149E-1
3.074292208E0,-3.412019902E-1,-2.608676791E-2,-7.235805117E-2,3.497642137E-1
